id,MovieTitle,ReleaseDate,Genere1,Genere2,
1,ToyStory,1995,Animation,Children
2,GoldenEye,1995,Action,Adventure
3,FourRooms,1995,Thriller
4,GetShorty,1995,Action,Comedy
5,Copycat,1995,Crime,Drama
6,ShanghaiTriad,1995,Drama
7,TwelveMonkeys,1995,Drama,SciFi
8,Babe,1995,Children,Comedy
9,DeadManWalking,1995,Drama
10,RichardIII,1996,Drama,war
11,Seven,1995,Crime,Thriller
12,UsualSuspects,1995,Documentary,war
13,MightyAphrodite,1995,Comedy
14,Postino,1994,Fantasy,SciFi
15,MrHollandsOpus,1996,Drama
16,FrenchTwist,1995,Comedy,Romance
17,FromDuskTillDawn,1996,Action,Comedy
18,WhiteBalloon,1995,Fantasy
19,AntoniasLine,1995,Drama
20,AngelsandInsects,1995,Drama,Romance
21,MuppetTreasureIsland,1996,Action,Adventure
22,Braveheart,1996,Action,Drama
23,TaxiDriver,1996,Drama,Thriller
24,RumbleintheBronx,1996,Action,Adventure
25,Birdcage,1996,Crime
26,BrothersMcMullen,1995,Crime
27,BadBoys,1995,Action
28,Apollo13,1995,Action,Drama
29,BatmanForever,1995,Action,Adventure
30,Belledejour,1967,Drama
31,CrimsonTide,1995,Drama,Thriller
32,Crumb,1994,Documentary
33,Desperado,1995,Action,Romance
34,DoomGeneration,1995,Crime,Fantasy
35,FreeWilly2TheAdventureHome,1995,Adventure,Children
36,MadLove,1995,Drama,Romance
37,Nadja,1994,Drama
38,Net,1995,Thriller,war
39,StrangeDays,1995,Action,Crime
40,ToWongFoo,1995,Crime
41,BillyMadison,1995,Comedy
42,Clerks,1994,Comedy
43,Disclosure,1994,Drama,Thriller
44,DoloresClaiborne,1994,Drama,Thriller
45,EatDrinkManWoman,1994,Comedy,Drama
46,Exotica,1994,Drama
47,EdWood,1994,Comedy,Drama
48,HoopDreams,1994,Documentary
49,IQ,1994,Comedy,Romance
50,StarWars,1977,Action,Adventure
51,LegendsoftheFall,1994,Drama,Romance
52,MadnessofKingGeorge,1994,Fantasy
53,NaturalBornKillers,1994,Action,Thriller
54,Outbreak,1995,Action,Drama
55,Professional,1994,Documentary,Fantasy
56,PulpFiction,1994,Crime,Drama
57,Priest,1994,Drama
58,QuizShow,1994,Drama
59,ThreeColorsRed,1994,Drama
60,ThreeColorsBlue,1993,Drama
61,ThreeColorsWhite,1994,Drama
62,Stargate,1994,Action,Adventure
63,SantaClause,1994,Comedy,Crime
64,ShawshankRedemption,1994,Fantasy
65,WhatsEatingGilbertGrape,1993,Comedy,Drama
66,WhileYouWereSleeping,1995,Comedy,Romance
67,AceVenturaPetDetective,1994,Comedy
68,Crow,1994,Adventure,SciFi
69,ForrestGump,1994,Comedy,Romance
70,FourWeddingsandaFuneral,1994,Comedy,Romance
71,LionKing,1994,Children,Comedy
72,Mask,1994,Crime,Documentary
73,Maverick,1994,Action,Comedy
74,FasterPussycatKillKill,1965,Action,Comedy
75,BrotherMinisterTheAssassinationofMalcolmX,1994,Documentary
76,CarlitosWay,1993,Crime,Drama
77,Firm,1993,Fantasy,war
78,FreeWilly,1993,Adventure,Children
79,Fugitive,1993,Adventure,war
80,HotShotsPartDeux,1993,Action,Comedy
81,HudsuckerProxy,1994,Crime,SciFi
82,JurassicPark,1993,Action,Adventure
83,MuchAdoAboutNothing,1993,Comedy,Romance
84,RobertAHeinleinsThePuppetMasters,1994,Horror,SciFi
85,Ref,1994,Crime
86,RemainsoftheDay,1993,Fantasy
87,SearchingforBobbyFischer,1993,Drama
88,SleeplessinSeattle,1993,Comedy,Romance
89,BladeRunner,1982,FilmNoir,SciFi
90,SoIMarriedanAxeMurderer,1993,Comedy,Romance
91,NightmareBeforeChristmas,1993,Comedy,Crime
92,TrueRomance,1993,Action,Crime
93,WelcometotheDollhouse,1996,Comedy,Drama
94,HomeAlone,1990,Children,Comedy
95,Aladdin,1992,Animation,Children
96,Terminator2JudgmentDay,1991,Action,SciFi
97,DanceswithWolves,1990,Adventure,Drama
98,SilenceoftheLambs,1991,Fantasy,war
99,SnowWhiteandtheSevenDwarfs,1937,Animation,Children
100,Fargo,1997,Crime,Drama
101,HeavyMetal,1981,Action,Adventure
102,Aristocats,1970,Children,Comedy
103,AllDogsGotoHeaven2,1996,Animation,Children
104,TheodoreRex,1996,Comedy
105,SgtBilko,1996,Comedy
106,Diabolique,1996,Drama,Thriller
107,MollFlanders,1996,Drama
108,KidsintheHallBrainCandy,1996,Comedy
109,MysteryScienceTheater3000TheMovie,1996,Comedy,SciFi
110,OperationDumboDrop,1995,Action,Adventure
111,TruthAboutCatsDogs,1996,Crime,SciFi
112,Flipper,1996,Adventure,Children
113,HorsemanontheRoof,,FilmNoir
114,WallaceGromitTheBestofAardmanAnimation,1996,Animation
115,HauntedWorldofEdwardDWoodJr,1995,Drama
116,ColdComfortFarm,1996,Comedy
117,Rock,1996,Adventure,Animation
118,Twister,1996,Action,Adventure
119,MayaLinAStrongClearVision,1994,Documentary
120,Striptease,1996,Comedy,Crime
121,IndependenceDay,1996,Action,SciFi
122,CableGuy,1996,Crime
123,Frighteners,1996,Crime,Musical
124,LoneStar,1996,Drama,Mystery
125,Phenomenon,1996,Drama,Romance
126,SpitfireGrill,1996,Fantasy
127,Godfather,1972,Adventure,Documentary
128,Supercop,1996,Action,Thriller
129,Bound,1996,Crime,Drama
130,KansasCity,1996,Crime
131,BreakfastatTiffanys,1961,Drama,Romance
132,WizardofOz,1939,Animation,Comedy
133,GonewiththeWind,1939,Drama,Romance
134,CitizenKane,1941,Drama
135,2001ASpaceOdyssey,1968,Drama,Mystery
136,MrSmithGoestoWashington,1939,Drama
137,BigNight,1996,Drama
138,D3TheMightyDucks,1996,Children,Comedy
139,LoveBug,1969,Comedy,Crime
140,HomewardBoundTheIncredibleJourney,1993,Adventure,Children
141,20,0001954,Animation,Comedy
142,BedknobsandBroomsticks,1971,Adventure,Children
143,SoundofMusic,1965,Mystery
144,DieHard,1988,Action,Thriller
145,LawnmowerMan,1992,Adventure,Thriller
146,UnhooktheStars,1996,Drama
147,LongKissGoodnight,1996,Adventure,war
148,GhostandtheDarkness,1996,Adventure,Animation
149,Jude,1996,Drama
150,Swingers,1996,Comedy,Drama
151,WillyWonkaandtheChocolateFactory,1971,Adventure,Children
152,Sleeper,1973,Comedy,SciFi
153,FishCalledWanda,1988,Crime
154,MontyPythonsLifeofBrian,1979,Comedy
155,DirtyDancing,1987,Musical,Romance
156,ReservoirDogs,1992,Crime,Thriller
157,Platoon,1986,Drama,war
158,WeekendatBernies,1989,Comedy
159,BasicInstinct,1992,Mystery,Thriller
160,GlengarryGlenRoss,1992,Drama
161,TopGun,1986,Action,Romance
162,OnGoldenPond,1981,Drama
163,ReturnofthePinkPanther,1974,Crime
164,Abyss,1989,Adventure,Animation
165,JeandeFlorette,1986,Drama
166,ManonoftheSpring,1986,Drama
167,PrivateBenjamin,1980,Comedy
168,MontyPythonandtheHolyGrail,1974,Comedy
169,WrongTrousers,1993,Children,Crime
170,CinemaParadiso,1988,Comedy,Drama
171,Delicatessen,1991,Comedy,SciFi
172,EmpireStrikesBack,1980,Adventure,Animation
173,PrincessBride,1987,Adventure,Animation
174,RaidersoftheLostArk,1981,Action,Adventure
175,Brazil,1985,SciFi
176,Aliens,1986,Action,SciFi
177,Good,,Animation
178,12AngryMen,1957,Drama
179,ClockworkOrange,1971,Thriller
180,ApocalypseNow,1979,Drama,war
181,ReturnoftheJedi,1997,Action,Adventure
182,GoodFellas,1990,Crime,Drama
183,Alien,1979,Action,Horror
184,ArmyofDarkness,1993,Action,Adventure
185,Psycho,1960,Horror,Romance
186,BluesBrothers,1980,Adventure,Crime
187,GodfatherPartII,1974,Adventure,Documentary
188,FullMetalJacket,1987,Action,Drama
189,GrandDayOut,1992,Children,Crime
190,HenryV,1989,Drama,war
191,Amadeus,1984,Drama,Mystery
192,RagingBull,1980,Drama
193,RightStuff,1983,Fantasy
194,Sting,1973,Crime,Documentary
195,Terminator,1984,Adventure,Thriller
196,DeadPoetsSociety,1989,Drama
197,Graduate,1967,Fantasy,SciFi
198,Nikita,1990,Thriller
199,BridgeontheRiverKwai,1957,Fantasy,Western
200,Shining,1980,Musical
201,EvilDeadII,1987,Action,Adventure
202,GroundhogDay,1993,Comedy,Romance
203,Unforgiven,1992,Western
204,BacktotheFuture,1985,Comedy,SciFi
205,Patton,1970,Drama,war
206,Akira,1988,Adventure,Animation
207,CyranodeBergerac,1990,Action,Drama
208,YoungFrankenstein,1974,Comedy,Horror
209,ThisIsSpinalTap,1984,Comedy,Drama
210,IndianaJonesandtheLastCrusade,1989,Action,Adventure
211,MASH,1970,Comedy,war
212,UnbearableLightnessofBeing,1988,Fantasy
213,RoomwithaView,1986,Fantasy,SciFi
214,PinkFloydTheWall,1982,Drama,Musical
215,FieldofDreams,1989,Drama
216,WhenHarryMetSally,1989,Comedy,Romance
217,BramStokersDracula,1992,Horror,Romance
218,CapeFear,1991,Thriller
219,NightmareonElmStreet,1984,Musical
220,MirrorHasTwoFaces,1996,Crime,SciFi
221,BreakingtheWaves,1996,Drama
222,StarTrekFirstContact,1996,Action,Adventure
223,SlingBlade,1996,Drama,Thriller
224,Ridicule,1996,Drama
225,101Dalmatians,1996,Children,Comedy
226,DieHard2,1990,Action,Thriller
227,StarTrekVITheUndiscoveredCountry,1991,Action,Adventure
228,StarTrekTheWrathofKhan,1982,Action,Adventure
229,StarTrekIIITheSearchforSpock,1984,Action,Adventure
230,StarTrekIVTheVoyageHome,1986,Action,Adventure
231,BatmanReturns,1992,Action,Adventure
232,YoungGuns,1988,Action,Comedy
233,UnderSiege,1992,Action
234,Jaws,1975,Action,Horror
235,MarsAttacks,1996,Action,Comedy
236,CitizenRuth,1996,Comedy,Drama
237,JerryMaguire,1996,Drama,Romance
238,RaisingArizona,1987,Comedy
239,Sneakers,1992,Crime,Drama
240,BeavisandButtheadDoAmerica,1996,Animation,Comedy
241,LastoftheMohicans,1992,Adventure,SciFi
242,Kolya,1997,Comedy
243,Jungle2Jungle,1997,Children,Comedy
244,SmillasSenseofSnow,1997,Action,Drama
245,DevilsOwn,1997,Adventure,Fantasy
246,ChasingAmy,1997,Drama,Romance
247,TurboAPowerRangersMovie,1997,Action,Adventure
248,GrossePointeBlank,1997,Comedy,Crime
249,AustinPowersInternationalManofMystery,1997,Comedy
250,FifthElement,1997,Adventure,Thriller
251,ShallWeDance,1997,Comedy
252,LostWorldJurassicPark,1997,Adventure,Animation
253,PillowBook,1995,Fantasy,SciFi
254,BatmanRobin,1997,Action,Adventure
255,MyBestFriendsWedding,1997,Comedy,Romance
256,WhentheCatsAway,1997,Comedy,Romance
257,MeninBlack,1997,Action,Adventure
258,Contact,1997,Drama,SciFi
259,GeorgeoftheJungle,1997,Children,Comedy
260,EventHorizon,1997,Action,Mystery
261,AirBud,1997,Children,Comedy
262,IntheCompanyofMen,1997,Drama
263,Steel,1997,Action
264,Mimic,1997,SciFi,Thriller
265,HuntforRedOctober,1990,Adventure,war
266,KulltheConqueror,1997,Action,Adventure
267,unknown,,unknown
268,ChasingAmy,1997,Drama,Romance
269,FullMonty,1997,Crime
270,Gattaca,1997,Drama,SciFi
271,StarshipTroopers,1997,Action,Adventure
272,GoodWillHunting,1997,Drama
273,Heat,1995,Action,Crime
274,Sabrina,1995,Comedy,Romance
275,SenseandSensibility,1995,Drama,Romance
276,LeavingLasVegas,1995,Drama,Romance
277,Restoration,1995,Drama
278,BedofRoses,1996,Drama,Romance
279,OnceUponaTimeWhenWeWereColored,1995,Drama
280,UpCloseandPersonal,1996,Drama,Romance
281,RiverWild,1994,Adventure,war
282,TimetoKill,1996,Fantasy
283,Emma,1996,Drama,Romance
284,TinCup,1996,Comedy,Romance
285,SecretsLies,1996,Drama
286,EnglishPatient,1996,Fantasy,SciFi
287,MarvinsRoom,1996,Drama
288,Scream,1996,Horror,Thriller
289,Evita,1996,Drama,Musical
290,FierceCreatures,1997,Comedy
291,AbsolutePower,1997,Mystery,Thriller
292,Rosewood,1997,Drama
293,DonnieBrasco,1997,Crime,Drama
294,LiarLiar,1997,Comedy
295,Breakdown,1997,Action,Thriller
296,Promesse,1996,Fantasy
297,UleesGold,1997,Drama
298,FaceOff,1997,Action,SciFi
299,Hoodlum,1997,Crime,Drama
300,AirForceOne,1997,Action,Thriller
301,InOut,1997,Comedy
302,LAConfidential,1997,Crime,FilmNoir
303,UleesGold,1997,Drama
304,FlyAwayHome,1996,Adventure,Children
305,IceStorm,1997,Fantasy
306,MrsBrownHerMajesty,.1997,Fantasy,SciFi
307,DevilsAdvocate,1997,Documentary,Musical
308,FairyTaleATrueStory,1997,Children,Drama
309,Deceiver,1997,Crime
310,Rainmaker,1997,Fantasy
311,WingsoftheDove,1997,Fantasy,SciFi
312,MidnightintheGardenofGoodandEvil,1997,Comedy,Crime
313,Titanic,1997,Action,Drama
314,3NinjasHighNoonAtMegaMountain,1997,Action,Children
315,AptPupil,1998,Drama,Thriller
316,AsGoodAsItGets,1997,Comedy,Drama
317,IntheNameoftheFather,1993,Drama
318,SchindlersList,1993,Drama,war
319,EveryoneSaysILoveYou,1996,Comedy,Musical
320,ParadiseLostTheChildMurdersatRobinHoodHills,1996,Documentary
321,Mother,1996,Comedy
322,Murderat1600,1997,Mystery,Thriller
323,DantesPeak,1997,Action,Thriller
324,LostHighway,1997,Mystery
325,Crash,1997,Drama,Thriller
326,GIJane,1997,Action,Drama
327,CopLand,1997,Crime,Drama
328,ConspiracyTheory,1997,Action,Mystery
329,DesperateMeasures,1998,Crime,Drama
330,187,1997,Drama
331,Edge,1997,Animation,war
332,KisstheGirls,1997,Crime,Drama
333,Game,1997,Romance,war
334,UTurn,1997,Action,Crime
335,HowtoBeaPlayer,1997,Comedy
336,PlayingGod,1997,Crime,Thriller
337,HouseofYes,1997,Crime,Fantasy
338,Bean,1997,Comedy
339,MadCity,1997,Action,Drama
340,BoogieNights,1997,Drama
341,CriticalCare,1997,Comedy
342,ManWhoKnewTooLittle,1997,Crime,Romance
343,AlienResurrection,1997,Action,Horror
344,Apostle,1997,Fantasy
345,DeconstructingHarry,1997,Comedy,Drama
346,JackieBrown,1997,Crime,Drama
347,WagtheDog,1998,Comedy,Drama
348,DesperateMeasures,1998,Crime,Drama
349,HardRain,1998,Action,Thriller
350,Fallen,1998,Action,Mystery
351,ProphecyII,1998,Musical
352,SpiceWorld,1997,Comedy,Musical
353,DeepRising,1998,Action,Horror
354,WeddingSinger,1998,Crime,SciFi
355,Sphere,1998,Adventure,SciFi
356,Client,1994,Fantasy,Romance
357,OneFlewOvertheCuckoosNest,1975,Drama
358,Spawn,1997,Action,Adventure
359,Assignment,1997,war
360,Wonderland,1997,Documentary
361,Incognito,1997,Crime,Thriller
362,BluesBrothers2000,1998,Action,Comedy
363,SuddenDeath,1995,Action
364,AceVenturaWhenNatureCalls,1995,Comedy
365,Powder,1995,Drama
366,DangerousMinds,1995,Drama
367,Clueless,1995,Comedy
368,BioDome,1996,Comedy
369,BlackSheep,1996,Comedy
370,MaryReilly,1996,Drama,Thriller
371,BridgesofMadisonCounty,1995,Fantasy,SciFi
372,Jeffrey,1995,Comedy
373,JudgeDredd,1995,Action,Adventure
374,MightyMorphinPowerRangersTheMovie,1995,Action,Children
375,Showgirls,1995,Drama
376,Houseguest,1994,Comedy
377,Heavyweights,1994,Children,Comedy
378,Miracleon34thStreet,1994,Drama
379,TalesFromtheCryptPresentsDemonKnight,1995,Horror
380,StarTrekGenerations,1994,Action,Adventure
381,MurielsWedding,1994,Comedy,Romance
382,AdventuresofPriscilla,,Documentary,FilmNoir
383,Flintstones,1994,Comedy,Crime
384,NakedGun3313TheFinalInsult,1994,Comedy
385,TrueLies,1994,Action,Adventure
386,AddamsFamilyValues,1993,Comedy
387,AgeofInnocence,1993,Fantasy
388,BeverlyHillsCopIII,1994,Action,Comedy
389,BlackBeauty,1994,Adventure,Children
390,FearofaBlackHat,1993,Comedy
391,LastActionHero,1993,Action,Comedy
392,ManWithoutaFace,1993,Fantasy
393,MrsDoubtfire,1993,Comedy
394,RadiolandMurders,1994,Comedy,Mystery
395,RobinHoodMeninTights,1993,Comedy
396,SerialMom,1994,Comedy,Crime
397,StrikingDistance,1993,Action
398,SuperMarioBros,1993,Action,Adventure
399,ThreeMusketeers,1993,Adventure,Animation
400,LittleRascals,1994,Comedy,Crime
401,BradyBunchMovie,1995,Crime
402,Ghost,1990,Comedy,Romance
403,Batman,1989,Action,Adventure
404,Pinocchio,1940,Animation,Children
405,MissionImpossible,1996,Action,Adventure
406,Thinner,1996,Horror,Thriller
407,SpyHard,1996,Comedy
408,CloseShave,1995,Children,Crime
409,Jack,1996,Comedy,Drama
410,Kingpin,1996,Comedy
411,NuttyProfessor,1996,Crime,FilmNoir
412,VeryBradySequel,1996,Crime
413,TalesfromtheCryptPresentsBordelloofBlood,1996,Horror
414,MyFavoriteYear,1982,Comedy
415,AppleDumplingGang,1975,Comedy,Crime
416,OldYeller,1957,Children,Drama
417,ParentTrap,1961,Comedy,Fantasy
418,Cinderella,1950,Animation,Children
419,MaryPoppins,1964,Children,Comedy
420,AliceinWonderland,1951,Animation,Children
421,WilliamShakespearesRomeoandJuliet,1996,Drama,Romance
422,AladdinandtheKingofThieves,1996,Animation,Children
423,ETtheExtraTerrestrial,1982,Children,Drama
424,ChildrenoftheCornTheGathering,1996,Horror
425,BobRoberts,1992,Comedy
426,TransformersTheMovie,1986,Adventure,Children
427,ToKillaMockingbird,1962,Drama
428,HaroldandMaude,1971,Comedy
429,DaytheEarthStoodStill,1951,Fantasy,Thriller
430,DuckSoup,1933,Comedy,war
431,Highlander,1986,Action,Adventure
432,Fantasia,1940,Animation,Children
433,Heathers,1989,Comedy
434,ForbiddenPlanet,1956,SciFi
435,ButchCassidyandtheSundanceKid,1969,Action,Comedy
436,AmericanWerewolfinLondon,1981,Musical
437,Amityville1992ItsAboutTime,1992,Horror
438,Amityville3D,1983,Horror
439,AmityvilleANewGeneration,1993,Horror
440,AmityvilleIIThePossession,1982,Horror
441,AmityvilleHorror,1979,Musical
442,AmityvilleCurse,1990,Musical
443,Birds,1963,Musical
444,Blob,1958,Musical,Thriller
445,BodySnatcher,1945,Musical
446,BurntOfferings,1976,Horror
447,Carrie,1976,Horror
448,Omen,1976,Musical
449,StarTrekTheMotionPicture,1979,Action,Adventure
450,StarTrekVTheFinalFrontier,1989,Action,Adventure
451,Grease,1978,Comedy,Musical
452,Jaws2,1978,Action,Horror
453,Jaws3D,1983,Action,Horror
454,BastardOutofCarolina,1996,Drama
455,JackieChansFirstStrike,1997,Action
456,BeverlyHillsNinja,1997,Action,Comedy
457,FreeWilly3TheRescue,1997,Adventure,Children
458,Nixon,1995,Drama
459,Cry,1995,Fantasy
460,CrossingGuard,1995,Fantasy
461,Smoke,1995,Drama
462,LikeWaterForChocolate,1992,Drama,Romance
463,SecretofRoanInish,1994,Animation
464,Vanyaon42ndStreet,1994,Drama
465,JungleBook,1994,Animation,Comedy
466,RedRockWest,1992,Thriller
467,BronxTale,1993,Fantasy
468,Rudy,1993,Drama
469,ShortCuts,1993,Drama
470,Tombstone,1993,Western
471,CourageUnderFire,1996,Drama,war
472,Dragonheart,1996,Action,Adventure
473,JamesandtheGiantPeach,1996,Animation,Children
474,DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb,1963,SciFi,war
475,Trainspotting,1996,Drama
476,FirstWivesClub,1996,Crime
477,Matilda,1996,Children,Comedy
478,PhiladelphiaStory,1940,Crime,SciFi
479,Vertigo,1958,Mystery,Thriller
480,NorthbyNorthwest,1959,Comedy,Thriller
481,Apartment,1960,Crime,Fantasy
482,SomeLikeItHot,1959,Comedy,Crime
483,Casablanca,1942,Drama,Romance
484,MalteseFalcon,1941,Horror,Romance
485,MyFairLady,1964,Musical,Romance
486,Sabrina,1954,Comedy,Romance
487,RomanHoliday,1953,Comedy,Romance
488,SunsetBlvd,1950,FilmNoir
489,Notorious,1946,FilmNoir,Romance
490,ToCatchaThief,1955,Comedy,Romance
491,AdventuresofRobinHood,1938,Adventure,Animation
492,EastofEden,1955,Drama
493,ThinMan,1934,Romance
494,HisGirlFriday,1940,Comedy
495,AroundtheWorldin80Days,1956,Adventure,Comedy
496,ItsaWonderfulLife,1946,Drama
497,BringingUpBaby,1938,Comedy
498,AfricanQueen,1951,Adventure,Animation
499,CatonaHotTinRoof,1958,Drama
500,FlyAwayHome,1996,Adventure,Children
501,Dumbo,1941,Animation,Children
502,Bananas,1971,Comedy,war
503,Candidate,1972,Fantasy
504,BonnieandClyde,1967,Crime,Drama
505,DialMforMurder,1954,Mystery,Thriller
506,RebelWithoutaCause,1955,Drama
507,StreetcarNamedDesire,1951,Fantasy
508,PeoplevsLarryFlynt,1996,Fantasy
509,MyLeftFoot,1989,Drama
510,MagnificentSeven,1954,Adventure,Fantasy
511,LawrenceofArabia,1962,Adventure,war
512,WingsofDesire,1987,Comedy,Drama
513,ThirdMan,1949,Romance,war
514,AnnieHall,1977,Comedy,Romance
515,Boot,1981,Adventure,Fantasy
516,LocalHero,1983,Comedy
517,Manhattan,1979,Comedy,Drama
518,MillersCrossing,1990,Drama
519,TreasureoftheSierraMadre,1948,Animation
520,GreatEscape,1963,Animation,Western
521,DeerHunter,1978,Fantasy,Western
522,DownbyLaw,1986,Comedy,Drama
523,CoolHandLuke,1967,Comedy,Drama
524,GreatDictator,1940,Crime
525,BigSleep,1946,Horror,Romance
526,BenHur,1959,Action,Adventure
527,Gandhi,1982,Drama
528,KillingFields,1984,Fantasy,Western
529,MyLifeasaDog,1985,Drama
530,ManWhoWouldBeKing,1975,Animation
531,Shine,1996,Drama,Romance
532,KamaSutraATaleofLove,1997,Romance
533,Daytrippers,1996,Romance
534,Traveller,1997,Drama
535,AddictedtoLove,1997,Comedy,Romance
536,Ponette,1997,Drama
537,MyOwnPrivateIdaho,1991,Drama
538,Anastasia,1997,Animation,Children
539,MouseHunt,1997,Children,Comedy
540,MoneyTrain,1995,Action
